data,cod_ibge,municipio,unidade,tipo_leito,leitos_total,leitos_ocupados,atendimentos_total,atendimentos_calor,desidratacao,insolacao,exaustao_calor
2026-05-28,5103403,Cuiabá,Referência Regional Cuiabá,uti_adulto,13,9,193,3,2,1,1
2026-05-29,5103403,Cuiabá,UPA Cuiabá,observacao,21,13,182,3,2,0,0
2026-05-29,5103403,Cuiabá,UPA Cuiabá,clinico,52,37,171,3,3,1,1
2026-05-29,5103403,Cuiabá,UPA Cuiabá,uti_adulto,15,10,239,3,3,1,0
2026-05-29,5103403,Cuiabá,Hospital Municipal Cuiabá,observacao,23,16,112,1,1,0,1
2026-05-29,5103403,Cuiabá,Hospital Municipal Cuiabá,clinico,53,37,99,2,2,0,1
2026-05-29,5103403,Cuiabá,Hospital Municipal Cuiabá,uti_adulto,12,8,180,2,2,0,0
2026-05-29,5103403,Cuiabá,Referência Regional Cuiabá,observacao,20,14,222,4,2,0,1
2026-05-29,5103403,Cuiabá,Referência Regional Cuiabá,clinico,51,34,167,2,0,1,1
2026-05-29,5103403,Cuiabá,Referência Regional Cuiabá,uti_adulto,13,8,226,3,1,1,1
2026-05-30,5103403,Cuiabá,UPA Cuiabá,observacao,21,13,246,3,3,0,0
2026-05-30,5103403,Cuiabá,UPA Cuiabá,clinico,52,35,294,5,4,1,0
2026-05-30,5103403,Cuiabá,UPA Cuiabá,uti_adulto,12,7,237,4,4,1,1
2026-05-30,5103403,Cuiabá,Hospital Municipal Cuiabá,observacao,22,15,224,4,2,1,1
2026-05-30,5103403,Cuiabá,Hospital Municipal Cuiabá,clinico,51,36,187,2,0,1,0
2026-05-30,5103403,Cuiabá,Hospital Municipal Cuiabá,uti_adulto,15,11,103,1,1,0,0
2026-05-30,5103403,Cuiabá,Referência Regional Cuiabá,observacao,23,14,151,1,1,0,0
2026-05-30,5103403,Cuiabá,Referência Regional Cuiabá,clinico,54,36,103,1,0,1,1
2026-05-30,5103403,Cuiabá,Referência Regional Cuiabá,uti_adulto,11,6,242,3,3,1,1
2026-05-31,5103403,Cuiabá,UPA Cuiabá,observacao,20,13,327,6,6,0,0
2026-05-31,5103403,Cuiabá,UPA Cuiabá,clinico,54,33,184,3,2,1,1
2026-05-31,5103403,Cuiabá,UPA Cuiabá,uti_adulto,14,8,244,4,4,0,1
2026-05-31,5103403,Cuiabá,Hospital Municipal Cuiabá,observacao,20,13,96,1,0,1,1
2026-05-31,5103403,Cuiabá,Hospital Municipal Cuiabá,clinico,50,34,134,1,0,1,0
2026-05-31,5103403,Cuiabá,Hospital Municipal Cuiabá,uti_adulto,15,11,151,2,0,1,1
2026-05-31,5103403,Cuiabá,Referência Regional Cuiabá,observacao,20,14,165,3,1,0,0
2026-05-31,5103403,Cuiabá,Referência Regional Cuiabá,clinico,52,31,145,2,0,1,0
2026-05-31,5103403,Cuiabá,Referência Regional Cuiabá,uti_adulto,13,8,154,2,1,1,1
2026-06-01,5103403,Cuiabá,UPA Cuiabá,observacao,21,15,325,6,4,1,0
2026-06-01,5103403,Cuiabá,UPA Cuiabá,clinico,50,33,151,2,0,1,1
2026-06-01,5103403,Cuiabá,UPA Cuiabá,uti_adulto,11,7,257,4,3,1,1
2026-06-01,5103403,Cuiabá,Hospital Municipal Cuiabá,observacao,21,14,193,2,0,1,0
2026-06-01,5103403,Cuiabá,Hospital Municipal Cuiabá,clinico,50,30,129,2,0,0,1
2026-06-01,5103403,Cuiabá,Hospital Municipal Cuiabá,uti_adulto,13,8,112,1,0,1,1
2026-06-01,5103403,Cuiabá,Referência Regional Cuiabá,observacao,22,13,112,1,0,1,0
2026-06-01,5103403,Cuiabá,Referência Regional Cuiabá,clinico,50,30,242,3,1,1,1
2026-06-01,5103403,Cuiabá,Referência Regional Cuiabá,uti_adulto,11,7,195,3,1,0,0
2026-06-02,5103403,Cuiabá,UPA Cuiabá,observacao,23,14,206,3,2,0,0
2026-06-02,5103403,Cuiabá,UPA Cuiabá,clinico,51,33,248,3,3,1,1
2026-06-02,5103403,Cuiabá,UPA Cuiabá,uti_adulto,12,8,270,4,4,1,0
2026-06-02,5103403,Cuiabá,Hospital Municipal Cuiabá,observacao,21,13,198,3,1,1,1
2026-06-02,5103403,Cuiabá,Hospital Municipal Cuiabá,clinico,53,34,125,1,0,0,1
2026-06-02,5103403,Cuiabá,Hospital Municipal Cuiabá,uti_adulto,13,8,198,4,3,1,0
2026-06-02,5103403,Cuiabá,Referência Regional Cuiabá,observacao,22,14,198,3,1,0,0
2026-06-02,5103403,Cuiabá,Referência Regional Cuiabá,clinico,54,32,217,4,4,1,1
2026-06-02,5103403,Cuiabá,Referência Regional Cuiabá,uti_adulto,11,7,202,3,3,1,0
2026-06-03,5103403,Cuiabá,UPA Cuiabá,observacao,22,15,250,4,4,1,1
2026-06-03,5103403,Cuiabá,UPA Cuiabá,clinico,54,35,272,5,3,1,0
2026-06-03,5103403,Cuiabá,UPA Cuiabá,uti_adulto,13,9,281,5,5,0,0
2026-06-03,5103403,Cuiabá,Hospital Municipal Cuiabá,observacao,22,13,99,1,0,1,1
2026-06-03,5103403,Cuiabá,Hospital Municipal Cuiabá,clinico,53,32,114,1,0,0,1
2026-06-03,5103403,Cuiabá,Hospital Municipal Cuiabá,uti_adulto,13,8,228,3,3,1,0
2026-06-03,5103403,Cuiabá,Referência Regional Cuiabá,observacao,22,14,110,1,0,0,1
2026-06-03,5103403,Cuiabá,Referência Regional Cuiabá,clinico,52,33,145,2,1,1,0
2026-06-03,5103403,Cuiabá,Referência Regional Cuiabá,uti_adulto,14,9,213,3,2,0,0
2026-06-04,5103403,Cuiabá,UPA Cuiabá,observacao,20,14,312,4,4,0,0
2026-06-04,5103403,Cuiabá,UPA Cuiabá,clinico,54,33,288,4,3,0,1
2026-06-04,5103403,Cuiabá,UPA Cuiabá,uti_adulto,12,7,316,5,5,0,1
2026-06-04,5103403,Cuiabá,Hospital Municipal Cuiabá,observacao,24,15,88,1,1,1,0
2026-06-04,5103403,Cuiabá,Hospital Municipal Cuiabá,clinico,54,33,237,3,2,0,1
2026-06-04,5103403,Cuiabá,Hospital Municipal Cuiabá,uti_adulto,11,7,224,3,1,1,1
2026-06-04,5103403,Cuiabá,Referência Regional Cuiabá,observacao,24,15,118,1,0,0,1
2026-06-04,5103403,Cuiabá,Referência Regional Cuiabá,clinico,54,37,125,1,1,1,0
2026-06-04,5103403,Cuiabá,Referência Regional Cuiabá,uti_adulto,12,7,127,2,1,0,1
2026-06-05,5103403,Cuiabá,UPA Cuiabá,observacao,23,14,310,5,3,0,0
2026-06-05,5103403,Cuiabá,UPA Cuiabá,clinico,53,34,182,2,1,0,1
2026-06-05,5103403,Cuiabá,UPA Cuiabá,uti_adulto,11,7,184,3,1,1,1
2026-06-05,5103403,Cuiabá,Hospital Municipal Cuiabá,observacao,23,15,211,3,3,0,0
2026-06-05,5103403,Cuiabá,Hospital Municipal Cuiabá,clinico,52,31,149,2,2,1,1
2026-06-05,5103403,Cuiabá,Hospital Municipal Cuiabá,uti_adulto,15,10,118,1,0,1,0
2026-06-05,5103403,Cuiabá,Referência Regional Cuiabá,observacao,23,15,206,2,0,0,1
2026-06-05,5103403,Cuiabá,Referência Regional Cuiabá,clinico,50,33,184,3,3,1,0
2026-06-05,5103403,Cuiabá,Referência Regional Cuiabá,uti_adulto,12,7,184,3,1,1,0
2026-06-06,5103403,Cuiabá,UPA Cuiabá,observacao,24,14,189,3,3,1,1
2026-06-06,5103403,Cuiabá,UPA Cuiabá,clinico,54,36,222,4,3,1,1
2026-06-06,5103403,Cuiabá,UPA Cuiabá,uti_adulto,15,11,321,6,6,1,0
2026-06-06,5103403,Cuiabá,Hospital Municipal Cuiabá,observacao,22,16,123,2,2,0,0
2026-06-06,5103403,Cuiabá,Hospital Municipal Cuiabá,clinico,52,37,198,3,1,1,1
2026-06-06,5103403,Cuiabá,Hospital Municipal Cuiabá,uti_adulto,14,9,112,1,0,1,1
2026-06-06,5103403,Cuiabá,Referência Regional Cuiabá,observacao,23,17,178,3,1,0,1
2026-06-06,5103403,Cuiabá,Referência Regional Cuiabá,clinico,52,37,237,3,2,0,1
2026-06-06,5103403,Cuiabá,Referência Regional Cuiabá,uti_adulto,13,8,167,2,0,0,1
2026-06-07,5103403,Cuiabá,UPA Cuiabá,observacao,22,16,145,1,0,1,0
2026-06-07,5103403,Cuiabá,UPA Cuiabá,clinico,50,36,176,2,2,1,0
2026-06-07,5103403,Cuiabá,UPA Cuiabá,uti_adulto,12,8,215,2,1,0,1
2026-06-07,5103403,Cuiabá,Hospital Municipal Cuiabá,observacao,22,13,134,1,0,1,0
2026-06-07,5103403,Cuiabá,Hospital Municipal Cuiabá,clinico,53,37,114,1,0,0,0
2026-06-07,5103403,Cuiabá,Hospital Municipal Cuiabá,uti_adulto,15,9,211,2,0,1,0
2026-06-07,5103403,Cuiabá,Referência Regional Cuiabá,observacao,23,16,222,2,1,0,0
2026-06-07,5103403,Cuiabá,Referência Regional Cuiabá,clinico,50,32,171,2,2,0,0
2026-06-07,5103403,Cuiabá,Referência Regional Cuiabá,uti_adulto,15,10,134,2,0,0,0
2026-06-08,5103403,Cuiabá,UPA Cuiabá,observacao,23,15,255,5,5,0,0
2026-06-08,5103403,Cuiabá,UPA Cuiabá,clinico,50,34,239,3,2,1,0
2026-06-08,5103403,Cuiabá,UPA Cuiabá,uti_adulto,12,7,154,2,0,1,0
2026-06-08,5103403,Cuiabá,Hospital Municipal Cuiabá,observacao,22,13,231,3,2,1,0
2026-06-08,5103403,Cuiabá,Hospital Municipal Cuiabá,clinico,51,34,118,1,0,0,0
2026-06-08,5103403,Cuiabá,Hospital Municipal Cuiabá,uti_adulto,13,9,123,1,0,1,1
2026-06-08,5103403,Cuiabá,Referência Regional Cuiabá,observacao,24,16,220,4,4,0,0
2026-06-08,5103403,Cuiabá,Referência Regional Cuiabá,clinico,50,31,99,2,1,1,1
2026-06-08,5103403,Cuiabá,Referência Regional Cuiabá,uti_adulto,14,9,110,2,0,0,1
2026-06-09,5103403,Cuiabá,UPA Cuiabá,observacao,20,12,275,5,5,1,1
2026-06-09,5103403,Cuiabá,UPA Cuiabá,clinico,54,37,314,5,5,1,1
2026-06-09,5103403,Cuiabá,UPA Cuiabá,uti_adulto,12,7,156,3,3,1,0
2026-06-09,5103403,Cuiabá,Hospital Municipal Cuiabá,observacao,22,15,136,1,0,0,0
2026-06-09,5103403,Cuiabá,Hospital Municipal Cuiabá,clinico,51,34,184,3,1,1,0
2026-06-09,5103403,Cuiabá,Hospital Municipal Cuiabá,uti_adulto,13,8,162,3,3,0,1
2026-06-09,5103403,Cuiabá,Referência Regional Cuiabá,observacao,23,14,105,1,0,0,1
2026-06-09,5103403,Cuiabá,Referência Regional Cuiabá,clinico,53,35,103,1,0,0,1
2026-06-09,5103403,Cuiabá,Referência Regional Cuiabá,uti_adulto,12,7,116,2,0,0,0
2026-06-10,5103403,Cuiabá,UPA Cuiabá,observacao,24,14,134,2,1,1,1
2026-06-10,5103403,Cuiabá,UPA Cuiabá,clinico,51,33,140,3,1,1,0
2026-06-10,5103403,Cuiabá,UPA Cuiabá,uti_adulto,13,8,220,4,4,1,0
2026-06-10,5103403,Cuiabá,Hospital Municipal Cuiabá,observacao,24,17,101,1,0,0,1
2026-06-10,5103403,Cuiabá,Hospital Municipal Cuiabá,clinico,50,37,167,4,3,1,0
2026-06-10,5103403,Cuiabá,Hospital Municipal Cuiabá,uti_adulto,15,10,191,3,1,1,2
2026-06-10,5103403,Cuiabá,Referência Regional Cuiabá,observacao,24,15,191,4,3,0,2
2026-06-10,5103403,Cuiabá,Referência Regional Cuiabá,clinico,54,39,156,2,1,0,0
2026-06-10,5103403,Cuiabá,Referência Regional Cuiabá,uti_adulto,15,10,90,2,2,1,2
2026-06-11,5103403,Cuiabá,UPA Cuiabá,observacao,22,14,279,8,7,1,0
2026-06-11,5103403,Cuiabá,UPA Cuiabá,clinico,51,38,156,3,3,2,3
2026-06-11,5103403,Cuiabá,UPA Cuiabá,uti_adulto,13,9,154,4,2,0,3
2026-06-11,5103403,Cuiabá,Hospital Municipal Cuiabá,observacao,20,14,103,2,2,0,2
2026-06-11,5103403,Cuiabá,Hospital Municipal Cuiabá,clinico,52,40,198,5,3,1,2
2026-06-11,5103403,Cuiabá,Hospital Municipal Cuiabá,uti_adulto,14,9,107,3,3,2,0
2026-06-11,5103403,Cuiabá,Referência Regional Cuiabá,observacao,21,13,213,5,4,0,2
2026-06-11,5103403,Cuiabá,Referência Regional Cuiabá,clinico,51,36,217,5,5,0,1
2026-06-11,5103403,Cuiabá,Referência Regional Cuiabá,uti_adulto,13,9,99,2,1,0,0
2026-06-12,5103403,Cuiabá,UPA Cuiabá,observacao,21,17,242,7,5,1,2
2026-06-12,5103403,Cuiabá,UPA Cuiabá,clinico,51,34,244,8,6,2,4
2026-06-12,5103403,Cuiabá,UPA Cuiabá,uti_adulto,12,8,160,5,5,0,0
2026-06-12,5103403,Cuiabá,Hospital Municipal Cuiabá,observacao,20,15,149,4,3,1,0
2026-06-12,5103403,Cuiabá,Hospital Municipal Cuiabá,clinico,54,40,107,2,2,0,3
2026-06-12,5103403,Cuiabá,Hospital Municipal Cuiabá,uti_adulto,12,8,180,5,4,0,1
2026-06-12,5103403,Cuiabá,Referência Regional Cuiabá,observacao,24,17,198,6,5,2,3
2026-06-12,5103403,Cuiabá,Referência Regional Cuiabá,clinico,51,36,138,4,3,0,0
2026-06-12,5103403,Cuiabá,Referência Regional Cuiabá,uti_adulto,15,11,156,5,4,1,4
2026-06-13,5103403,Cuiabá,UPA Cuiabá,observacao,23,16,209,7,6,1,5
2026-06-13,5103403,Cuiabá,UPA Cuiabá,clinico,54,39,283,11,10,2,3
2026-06-13,5103403,Cuiabá,UPA Cuiabá,uti_adulto,15,12,228,9,7,2,3
2026-06-13,5103403,Cuiabá,Hospital Municipal Cuiabá,observacao,22,15,176,6,6,2,0
2026-06-13,5103403,Cuiabá,Hospital Municipal Cuiabá,clinico,53,40,151,6,6,1,5
2026-06-13,5103403,Cuiabá,Hospital Municipal Cuiabá,uti_adulto,12,8,103,4,4,3,2
2026-06-13,5103403,Cuiabá,Referência Regional Cuiabá,observacao,21,15,176,7,5,2,4
2026-06-13,5103403,Cuiabá,Referência Regional Cuiabá,clinico,50,39,187,7,5,1,4
2026-06-13,5103403,Cuiabá,Referência Regional Cuiabá,uti_adulto,12,9,226,8,8,3,0
2026-06-14,5103403,Cuiabá,UPA Cuiabá,observacao,20,14,301,11,9,3,0
2026-06-14,5103403,Cuiabá,UPA Cuiabá,clinico,52,44,187,8,7,1,6
2026-06-14,5103403,Cuiabá,UPA Cuiabá,uti_adulto,13,9,171,7,7,0,6
2026-06-14,5103403,Cuiabá,Hospital Municipal Cuiabá,observacao,24,20,107,4,2,3,4
2026-06-14,5103403,Cuiabá,Hospital Municipal Cuiabá,clinico,50,38,178,6,6,3,6
2026-06-14,5103403,Cuiabá,Hospital Municipal Cuiabá,uti_adulto,14,11,136,5,3,2,1
2026-06-14,5103403,Cuiabá,Referência Regional Cuiabá,observacao,24,19,193,7,5,2,1
2026-06-14,5103403,Cuiabá,Referência Regional Cuiabá,clinico,51,41,198,9,7,0,1
2026-06-14,5103403,Cuiabá,Referência Regional Cuiabá,uti_adulto,15,11,149,6,6,3,1
2026-06-15,5103403,Cuiabá,UPA Cuiabá,observacao,22,18,198,9,8,1,1
2026-06-15,5103403,Cuiabá,UPA Cuiabá,clinico,52,41,204,8,6,0,5
2026-06-15,5103403,Cuiabá,UPA Cuiabá,uti_adulto,13,11,132,5,4,3,2
2026-06-15,5103403,Cuiabá,Hospital Municipal Cuiabá,observacao,23,18,193,8,7,0,7
2026-06-15,5103403,Cuiabá,Hospital Municipal Cuiabá,clinico,54,44,149,6,6,0,4
2026-06-15,5103403,Cuiabá,Hospital Municipal Cuiabá,uti_adulto,11,8,116,4,4,3,2
2026-06-15,5103403,Cuiabá,Referência Regional Cuiabá,observacao,20,16,112,5,3,3,0
2026-06-15,5103403,Cuiabá,Referência Regional Cuiabá,clinico,53,46,134,6,5,1,0
2026-06-15,5103403,Cuiabá,Referência Regional Cuiabá,uti_adulto,11,8,140,6,4,4,4
2026-06-16,5103403,Cuiabá,UPA Cuiabá,observacao,22,17,158,7,5,4,7
2026-06-16,5103403,Cuiabá,UPA Cuiabá,clinico,51,38,132,6,5,4,7
2026-06-16,5103403,Cuiabá,UPA Cuiabá,uti_adulto,12,9,189,9,8,0,7
2026-06-16,5103403,Cuiabá,Hospital Municipal Cuiabá,observacao,20,16,198,10,8,2,1
2026-06-16,5103403,Cuiabá,Hospital Municipal Cuiabá,clinico,54,43,191,10,9,1,7
2026-06-16,5103403,Cuiabá,Hospital Municipal Cuiabá,uti_adulto,11,8,217,10,9,4,0
2026-06-16,5103403,Cuiabá,Referência Regional Cuiabá,observacao,21,18,114,5,4,4,6
2026-06-16,5103403,Cuiabá,Referência Regional Cuiabá,clinico,54,42,103,5,3,3,8
2026-06-16,5103403,Cuiabá,Referência Regional Cuiabá,uti_adulto,14,11,154,7,7,3,0
2026-06-17,5103403,Cuiabá,UPA Cuiabá,observacao,24,20,277,16,14,4,2
2026-06-17,5103403,Cuiabá,UPA Cuiabá,clinico,50,45,257,13,13,1,3
2026-06-17,5103403,Cuiabá,UPA Cuiabá,uti_adulto,12,9,154,9,8,1,2
2026-06-17,5103403,Cuiabá,Hospital Municipal Cuiabá,observacao,24,19,105,5,3,3,8
2026-06-17,5103403,Cuiabá,Hospital Municipal Cuiabá,clinico,52,47,233,13,13,5,9
2026-06-17,5103403,Cuiabá,Hospital Municipal Cuiabá,uti_adulto,15,12,204,10,10,1,9
2026-06-17,5103403,Cuiabá,Referência Regional Cuiabá,observacao,24,20,114,6,4,0,4
2026-06-17,5103403,Cuiabá,Referência Regional Cuiabá,clinico,54,49,202,11,9,3,9
2026-06-17,5103403,Cuiabá,Referência Regional Cuiabá,uti_adulto,15,12,136,7,7,4,9
2026-06-18,5103403,Cuiabá,UPA Cuiabá,observacao,23,18,224,14,14,5,7
2026-06-18,5103403,Cuiabá,UPA Cuiabá,clinico,52,48,136,8,7,2,4
2026-06-18,5103403,Cuiabá,UPA Cuiabá,uti_adulto,14,12,323,18,18,1,4
2026-06-18,5103403,Cuiabá,Hospital Municipal Cuiabá,observacao,23,21,178,10,9,4,10
2026-06-18,5103403,Cuiabá,Hospital Municipal Cuiabá,clinico,50,41,147,9,8,5,7
2026-06-18,5103403,Cuiabá,Hospital Municipal Cuiabá,uti_adulto,15,13,103,6,6,0,4
2026-06-18,5103403,Cuiabá,Referência Regional Cuiabá,observacao,24,20,235,15,15,1,3
2026-06-18,5103403,Cuiabá,Referência Regional Cuiabá,clinico,51,47,156,8,8,2,3
2026-06-18,5103403,Cuiabá,Referência Regional Cuiabá,uti_adulto,13,11,217,13,11,0,10
2026-04-28,5108402,Várzea Grande,UPA Várzea Grande,observacao,14,8,203,3,3,1,1
2026-04-28,5108402,Várzea Grande,UPA Várzea Grande,clinico,40,24,155,3,1,0,1
2026-04-28,5108402,Várzea Grande,UPA Várzea Grande,uti_adulto,8,5,133,2,2,0,0
2026-04-28,5108402,Várzea Grande,Hospital Municipal Várzea Grande,observacao,15,9,153,2,0,0,1
2026-04-28,5108402,Várzea Grande,Hospital Municipal Várzea Grande,clinico,39,27,68,0,0,1,1
2026-04-28,5108402,Várzea Grande,Hospital Municipal Várzea Grande,uti_adulto,11,8,140,2,2,1,1
2026-04-28,5108402,Várzea Grande,Referência Regional Várzea Grande,observacao,18,13,150,2,2,1,1
2026-04-28,5108402,Várzea Grande,Referência Regional Várzea Grande,clinico,40,28,168,2,1,1,1
2026-04-28,5108402,Várzea Grande,Referência Regional Várzea Grande,uti_adulto,10,6,130,1,0,0,0
2026-04-29,5108402,Várzea Grande,UPA Várzea Grande,observacao,18,11,166,3,1,0,1
2026-04-29,5108402,Várzea Grande,UPA Várzea Grande,clinico,40,25,188,3,1,0,0
2026-04-29,5108402,Várzea Grande,UPA Várzea Grande,uti_adulto,10,7,146,2,0,1,1
2026-04-29,5108402,Várzea Grande,Hospital Municipal Várzea Grande,observacao,18,11,101,2,0,0,1
2026-04-29,5108402,Várzea Grande,Hospital Municipal Várzea Grande,clinico,38,25,121,2,0,0,1
2026-04-29,5108402,Várzea Grande,Hospital Municipal Várzea Grande,uti_adulto,8,5,113,2,1,1,1
2026-04-29,5108402,Várzea Grande,Referência Regional Várzea Grande,observacao,16,10,128,2,2,1,0
2026-04-29,5108402,Várzea Grande,Referência Regional Várzea Grande,clinico,42,28,81,1,1,0,1
2026-04-29,5108402,Várzea Grande,Referência Regional Várzea Grande,uti_adulto,12,7,76,1,1,0,0
2026-04-30,5108402,Várzea Grande,UPA Várzea Grande,observacao,16,10,220,4,3,0,1
2026-04-30,5108402,Várzea Grande,UPA Várzea Grande,clinico,39,27,203,3,3,1,0
2026-04-30,5108402,Várzea Grande,UPA Várzea Grande,uti_adulto,8,5,143,2,2,0,1
2026-04-30,5108402,Várzea Grande,Hospital Municipal Várzea Grande,observacao,14,8,158,2,1,1,1
2026-04-30,5108402,Várzea Grande,Hospital Municipal Várzea Grande,clinico,41,24,180,2,1,0,1
2026-04-30,5108402,Várzea Grande,Hospital Municipal Várzea Grande,uti_adulto,12,7,66,1,1,0,1
2026-04-30,5108402,Várzea Grande,Referência Regional Várzea Grande,observacao,16,9,148,2,1,0,0
2026-04-30,5108402,Várzea Grande,Referência Regional Várzea Grande,clinico,38,24,128,2,0,1,1
2026-04-30,5108402,Várzea Grande,Referência Regional Várzea Grande,uti_adulto,9,5,170,2,2,0,1
2026-05-01,5108402,Várzea Grande,UPA Várzea Grande,observacao,14,8,126,1,1,0,0
2026-05-01,5108402,Várzea Grande,UPA Várzea Grande,clinico,40,28,106,1,0,1,0
2026-05-01,5108402,Várzea Grande,UPA Várzea Grande,uti_adulto,12,8,240,3,3,0,0
2026-05-01,5108402,Várzea Grande,Hospital Municipal Várzea Grande,observacao,17,11,91,1,0,0,0
2026-05-01,5108402,Várzea Grande,Hospital Municipal Várzea Grande,clinico,38,24,86,1,0,0,1
2026-05-01,5108402,Várzea Grande,Hospital Municipal Várzea Grande,uti_adulto,8,5,91,1,1,1,0
2026-05-01,5108402,Várzea Grande,Referência Regional Várzea Grande,observacao,18,11,121,2,2,1,1
2026-05-01,5108402,Várzea Grande,Referência Regional Várzea Grande,clinico,40,24,183,3,3,1,1
2026-05-01,5108402,Várzea Grande,Referência Regional Várzea Grande,uti_adulto,9,5,85,1,0,1,0
2026-05-02,5108402,Várzea Grande,UPA Várzea Grande,observacao,14,10,115,2,2,1,0
2026-05-02,5108402,Várzea Grande,UPA Várzea Grande,clinico,41,30,161,2,2,0,0
2026-05-02,5108402,Várzea Grande,UPA Várzea Grande,uti_adulto,8,5,176,3,2,1,0
2026-05-02,5108402,Várzea Grande,Hospital Municipal Várzea Grande,observacao,14,10,75,0,0,0,1
2026-05-02,5108402,Várzea Grande,Hospital Municipal Várzea Grande,clinico,40,29,123,2,2,1,1
2026-05-02,5108402,Várzea Grande,Hospital Municipal Várzea Grande,uti_adulto,9,5,151,3,2,1,1
2026-05-02,5108402,Várzea Grande,Referência Regional Várzea Grande,observacao,17,11,101,1,0,0,0
2026-05-02,5108402,Várzea Grande,Referência Regional Várzea Grande,clinico,38,25,168,3,1,1,0
2026-05-02,5108402,Várzea Grande,Referência Regional Várzea Grande,uti_adulto,12,7,141,2,0,0,1
2026-05-03,5108402,Várzea Grande,UPA Várzea Grande,observacao,17,10,186,3,3,1,1
2026-05-03,5108402,Várzea Grande,UPA Várzea Grande,clinico,38,26,243,4,2,0,1
2026-05-03,5108402,Várzea Grande,UPA Várzea Grande,uti_adulto,12,8,248,4,3,0,1
2026-05-03,5108402,Várzea Grande,Hospital Municipal Várzea Grande,observacao,16,11,148,1,0,0,0
2026-05-03,5108402,Várzea Grande,Hospital Municipal Várzea Grande,clinico,39,26,166,3,3,0,1
2026-05-03,5108402,Várzea Grande,Hospital Municipal Várzea Grande,uti_adulto,10,6,125,1,1,1,1
2026-05-03,5108402,Várzea Grande,Referência Regional Várzea Grande,observacao,15,9,160,3,2,0,1
2026-05-03,5108402,Várzea Grande,Referência Regional Várzea Grande,clinico,41,26,171,3,3,0,1
2026-05-03,5108402,Várzea Grande,Referência Regional Várzea Grande,uti_adulto,11,6,183,2,2,1,0
2026-05-04,5108402,Várzea Grande,UPA Várzea Grande,observacao,17,12,176,3,3,1,1
2026-05-04,5108402,Várzea Grande,UPA Várzea Grande,clinico,42,30,226,3,1,1,1
2026-05-04,5108402,Várzea Grande,UPA Várzea Grande,uti_adulto,8,4,240,3,2,1,1
2026-05-04,5108402,Várzea Grande,Hospital Municipal Várzea Grande,observacao,18,12,88,1,1,1,0
2026-05-04,5108402,Várzea Grande,Hospital Municipal Várzea Grande,clinico,41,25,108,1,0,0,1
2026-05-04,5108402,Várzea Grande,Hospital Municipal Várzea Grande,uti_adulto,9,6,88,1,1,0,1
2026-05-04,5108402,Várzea Grande,Referência Regional Várzea Grande,observacao,17,11,173,2,1,0,0
2026-05-04,5108402,Várzea Grande,Referência Regional Várzea Grande,clinico,42,31,168,3,3,0,0
2026-05-04,5108402,Várzea Grande,Referência Regional Várzea Grande,uti_adulto,8,5,135,2,1,1,0
2026-05-05,5108402,Várzea Grande,UPA Várzea Grande,observacao,16,10,171,3,2,0,0
2026-05-05,5108402,Várzea Grande,UPA Várzea Grande,clinico,41,28,208,3,1,1,0
2026-05-05,5108402,Várzea Grande,UPA Várzea Grande,uti_adulto,9,5,161,3,1,0,0
2026-05-05,5108402,Várzea Grande,Hospital Municipal Várzea Grande,observacao,18,12,135,2,1,1,1
2026-05-05,5108402,Várzea Grande,Hospital Municipal Várzea Grande,clinico,42,27,156,3,1,0,0
2026-05-05,5108402,Várzea Grande,Hospital Municipal Várzea Grande,uti_adulto,11,6,78,1,1,1,1
2026-05-05,5108402,Várzea Grande,Referência Regional Várzea Grande,observacao,15,10,128,1,0,0,1
2026-05-05,5108402,Várzea Grande,Referência Regional Várzea Grande,clinico,41,25,113,2,0,1,0
2026-05-05,5108402,Várzea Grande,Referência Regional Várzea Grande,uti_adulto,12,8,126,2,2,1,1
2026-05-06,5108402,Várzea Grande,UPA Várzea Grande,observacao,17,12,245,3,1,0,0
2026-05-06,5108402,Várzea Grande,UPA Várzea Grande,clinico,40,25,193,3,1,1,0
2026-05-06,5108402,Várzea Grande,UPA Várzea Grande,uti_adulto,9,5,136,2,2,0,0
2026-05-06,5108402,Várzea Grande,Hospital Municipal Várzea Grande,observacao,18,11,75,1,0,1,0
2026-05-06,5108402,Várzea Grande,Hospital Municipal Várzea Grande,clinico,39,26,120,1,0,0,0
2026-05-06,5108402,Várzea Grande,Hospital Municipal Várzea Grande,uti_adulto,9,6,76,1,0,1,1
2026-05-06,5108402,Várzea Grande,Referência Regional Várzea Grande,observacao,18,12,81,1,0,0,0
2026-05-06,5108402,Várzea Grande,Referência Regional Várzea Grande,clinico,42,25,173,2,0,1,0
2026-05-06,5108402,Várzea Grande,Referência Regional Várzea Grande,uti_adulto,10,6,111,2,1,1,1
2026-05-07,5108402,Várzea Grande,UPA Várzea Grande,observacao,15,11,231,3,1,0,0
2026-05-07,5108402,Várzea Grande,UPA Várzea Grande,clinico,40,26,236,4,2,0,0
2026-05-07,5108402,Várzea Grande,UPA Várzea Grande,uti_adulto,10,6,123,1,0,1,0
2026-05-07,5108402,Várzea Grande,Hospital Municipal Várzea Grande,observacao,18,13,145,2,0,1,1
2026-05-07,5108402,Várzea Grande,Hospital Municipal Várzea Grande,clinico,38,24,106,1,1,0,0
