data,cod_ibge,municipio,item,estoque_total,consumo_medio_diario
2026-05-28,5107040,Primavera do Leste,SRO,930,133
2026-05-28,5107040,Primavera do Leste,"Soro fisiológico 0,9%",724,107
2026-05-28,5107040,Primavera do Leste,Equipo macro,637,80
2026-05-28,5107040,Primavera do Leste,Copo descartável,3291,714
2026-05-29,5107040,Primavera do Leste,SRO,930,133
2026-05-29,5107040,Primavera do Leste,"Soro fisiológico 0,9%",670,107
2026-05-29,5107040,Primavera do Leste,Equipo macro,536,80
2026-05-29,5107040,Primavera do Leste,Copo descartável,3137,714
2026-05-30,5107040,Primavera do Leste,SRO,858,133
2026-05-30,5107040,Primavera do Leste,"Soro fisiológico 0,9%",725,107
2026-05-30,5107040,Primavera do Leste,Equipo macro,528,80
2026-05-30,5107040,Primavera do Leste,Copo descartável,2994,714
2026-05-31,5107040,Primavera do Leste,SRO,889,133
2026-05-31,5107040,Primavera do Leste,"Soro fisiológico 0,9%",733,107
2026-05-31,5107040,Primavera do Leste,Equipo macro,599,80
2026-05-31,5107040,Primavera do Leste,Copo descartável,2880,714
2026-06-01,5107040,Primavera do Leste,SRO,839,133
2026-06-01,5107040,Primavera do Leste,"Soro fisiológico 0,9%",637,107
2026-06-01,5107040,Primavera do Leste,Equipo macro,583,80
2026-06-01,5107040,Primavera do Leste,Copo descartável,2783,714
2026-06-02,5107040,Primavera do Leste,SRO,850,133
2026-06-02,5107040,Primavera do Leste,"Soro fisiológico 0,9%",608,107
2026-06-02,5107040,Primavera do Leste,Equipo macro,574,80
2026-06-02,5107040,Primavera do Leste,Copo descartável,2682,714
2026-06-03,5107040,Primavera do Leste,SRO,812,133
2026-06-03,5107040,Primavera do Leste,"Soro fisiológico 0,9%",604,107
2026-06-03,5107040,Primavera do Leste,Equipo macro,472,80
2026-06-03,5107040,Primavera do Leste,Copo descartável,2567,714
2026-06-04,5107040,Primavera do Leste,SRO,791,133
2026-06-04,5107040,Primavera do Leste,"Soro fisiológico 0,9%",641,107
2026-06-04,5107040,Primavera do Leste,Equipo macro,482,80
2026-06-04,5107040,Primavera do Leste,Copo descartável,2418,714
2026-06-05,5107040,Primavera do Leste,SRO,788,133
2026-06-05,5107040,Primavera do Leste,"Soro fisiológico 0,9%",601,107
2026-06-05,5107040,Primavera do Leste,Equipo macro,480,80
2026-06-05,5107040,Primavera do Leste,Copo descartável,2309,714
2026-06-06,5107040,Primavera do Leste,SRO,709,133
2026-06-06,5107040,Primavera do Leste,"Soro fisiológico 0,9%",541,107
2026-06-06,5107040,Primavera do Leste,Equipo macro,446,80
2026-06-06,5107040,Primavera do Leste,Copo descartável,2197,714
2026-06-07,5107040,Primavera do Leste,SRO,662,133
2026-06-07,5107040,Primavera do Leste,"Soro fisiológico 0,9%",572,107
2026-06-07,5107040,Primavera do Leste,Equipo macro,422,80
2026-06-07,5107040,Primavera do Leste,Copo descartável,2159,714
2026-06-08,5107040,Primavera do Leste,SRO,668,133
2026-06-08,5107040,Primavera do Leste,"Soro fisiológico 0,9%",583,107
2026-06-08,5107040,Primavera do Leste,Equipo macro,430,80
2026-06-08,5107040,Primavera do Leste,Copo descartável,1968,714
2026-06-09,5107040,Primavera do Leste,SRO,615,133
2026-06-09,5107040,Primavera do Leste,"Soro fisiológico 0,9%",523,107
2026-06-09,5107040,Primavera do Leste,Equipo macro,438,80
2026-06-09,5107040,Primavera do Leste,Copo descartável,1945,714
2026-06-10,5107040,Primavera do Leste,SRO,491,163
2026-06-10,5107040,Primavera do Leste,"Soro fisiológico 0,9%",409,137
2026-06-10,5107040,Primavera do Leste,Equipo macro,329,110
2026-06-10,5107040,Primavera do Leste,Copo descartável,1241,744
2026-06-11,5107040,Primavera do Leste,SRO,461,193
2026-06-11,5107040,Primavera do Leste,"Soro fisiológico 0,9%",350,167
2026-06-11,5107040,Primavera do Leste,Equipo macro,310,140
2026-06-11,5107040,Primavera do Leste,Copo descartável,604,774
2026-06-12,5107040,Primavera do Leste,SRO,316,223
2026-06-12,5107040,Primavera do Leste,"Soro fisiológico 0,9%",227,197
2026-06-12,5107040,Primavera do Leste,Equipo macro,176,170
2026-06-12,5107040,Primavera do Leste,Copo descartável,0,804
2026-06-13,5107040,Primavera do Leste,SRO,177,253
2026-06-13,5107040,Primavera do Leste,"Soro fisiológico 0,9%",90,227
2026-06-13,5107040,Primavera do Leste,Equipo macro,197,200
2026-06-13,5107040,Primavera do Leste,Copo descartável,0,834
2026-06-14,5107040,Primavera do Leste,SRO,59,283
2026-06-14,5107040,Primavera do Leste,"Soro fisiológico 0,9%",37,257
2026-06-14,5107040,Primavera do Leste,Equipo macro,108,230
2026-06-14,5107040,Primavera do Leste,Copo descartável,0,864
2026-06-15,5107040,Primavera do Leste,SRO,0,313
2026-06-15,5107040,Primavera do Leste,"Soro fisiológico 0,9%",0,287
2026-06-15,5107040,Primavera do Leste,Equipo macro,0,260
2026-06-15,5107040,Primavera do Leste,Copo descartável,0,894
2026-06-16,5107040,Primavera do Leste,SRO,0,343
2026-06-16,5107040,Primavera do Leste,"Soro fisiológico 0,9%",0,317
2026-06-16,5107040,Primavera do Leste,Equipo macro,0,290
2026-06-16,5107040,Primavera do Leste,Copo descartável,0,924
2026-06-17,5107040,Primavera do Leste,SRO,0,373
2026-06-17,5107040,Primavera do Leste,"Soro fisiológico 0,9%",0,347
2026-06-17,5107040,Primavera do Leste,Equipo macro,0,320
2026-06-17,5107040,Primavera do Leste,Copo descartável,0,954
2026-06-18,5107040,Primavera do Leste,SRO,0,403
2026-06-18,5107040,Primavera do Leste,"Soro fisiológico 0,9%",0,377
2026-06-18,5107040,Primavera do Leste,Equipo macro,0,350
2026-06-18,5107040,Primavera do Leste,Copo descartável,0,984
2026-04-28,5100250,Alta Floresta,SRO,1408,120
2026-04-28,5100250,Alta Floresta,"Soro fisiológico 0,9%",1130,96
2026-04-28,5100250,Alta Floresta,Equipo macro,836,72
2026-04-28,5100250,Alta Floresta,Copo descartável,6037,640
2026-04-29,5100250,Alta Floresta,SRO,1349,120
2026-04-29,5100250,Alta Floresta,"Soro fisiológico 0,9%",1062,96
2026-04-29,5100250,Alta Floresta,Equipo macro,861,72
2026-04-29,5100250,Alta Floresta,Copo descartável,5946,640
2026-04-30,5100250,Alta Floresta,SRO,1340,120
2026-04-30,5100250,Alta Floresta,"Soro fisiológico 0,9%",1108,96
2026-04-30,5100250,Alta Floresta,Equipo macro,855,72
2026-04-30,5100250,Alta Floresta,Copo descartável,5759,640
2026-05-01,5100250,Alta Floresta,SRO,1305,120
2026-05-01,5100250,Alta Floresta,"Soro fisiológico 0,9%",1065,96
2026-05-01,5100250,Alta Floresta,Equipo macro,810,72
2026-05-01,5100250,Alta Floresta,Copo descartável,5657,640
2026-05-02,5100250,Alta Floresta,SRO,1283,120
2026-05-02,5100250,Alta Floresta,"Soro fisiológico 0,9%",1098,96
2026-05-02,5100250,Alta Floresta,Equipo macro,838,72
2026-05-02,5100250,Alta Floresta,Copo descartável,5562,640
2026-05-03,5100250,Alta Floresta,SRO,1346,120
2026-05-03,5100250,Alta Floresta,"Soro fisiológico 0,9%",1053,96
2026-05-03,5100250,Alta Floresta,Equipo macro,784,72
2026-05-03,5100250,Alta Floresta,Copo descartável,5470,640
2026-05-04,5100250,Alta Floresta,SRO,1260,120
2026-05-04,5100250,Alta Floresta,"Soro fisiológico 0,9%",1073,96
2026-05-04,5100250,Alta Floresta,Equipo macro,807,72
2026-05-04,5100250,Alta Floresta,Copo descartável,5413,640
2026-05-05,5100250,Alta Floresta,SRO,1239,120
2026-05-05,5100250,Alta Floresta,"Soro fisiológico 0,9%",995,96
2026-05-05,5100250,Alta Floresta,Equipo macro,763,72
2026-05-05,5100250,Alta Floresta,Copo descartável,5237,640
2026-05-06,5100250,Alta Floresta,SRO,1246,120
2026-05-06,5100250,Alta Floresta,"Soro fisiológico 0,9%",960,96
2026-05-06,5100250,Alta Floresta,Equipo macro,819,72
2026-05-06,5100250,Alta Floresta,Copo descartável,5183,640
2026-05-07,5100250,Alta Floresta,SRO,1218,120
2026-05-07,5100250,Alta Floresta,"Soro fisiológico 0,9%",932,96
2026-05-07,5100250,Alta Floresta,Equipo macro,806,72
2026-05-07,5100250,Alta Floresta,Copo descartável,5060,640
2026-05-08,5100250,Alta Floresta,SRO,1247,120
2026-05-08,5100250,Alta Floresta,"Soro fisiológico 0,9%",979,96
2026-05-08,5100250,Alta Floresta,Equipo macro,737,72
2026-05-08,5100250,Alta Floresta,Copo descartável,4966,640
2026-05-09,5100250,Alta Floresta,SRO,1182,120
2026-05-09,5100250,Alta Floresta,"Soro fisiológico 0,9%",928,96
2026-05-09,5100250,Alta Floresta,Equipo macro,718,72
2026-05-09,5100250,Alta Floresta,Copo descartável,4912,640
2026-05-10,5100250,Alta Floresta,SRO,1123,120
2026-05-10,5100250,Alta Floresta,"Soro fisiológico 0,9%",948,96
2026-05-10,5100250,Alta Floresta,Equipo macro,716,72
2026-05-10,5100250,Alta Floresta,Copo descartável,4784,640
2026-05-11,5100250,Alta Floresta,SRO,1109,120
2026-05-11,5100250,Alta Floresta,"Soro fisiológico 0,9%",893,96
2026-05-11,5100250,Alta Floresta,Equipo macro,698,72
2026-05-11,5100250,Alta Floresta,Copo descartável,4618,640
2026-05-12,5100250,Alta Floresta,SRO,1137,120
2026-05-12,5100250,Alta Floresta,"Soro fisiológico 0,9%",872,96
2026-05-12,5100250,Alta Floresta,Equipo macro,709,72
2026-05-12,5100250,Alta Floresta,Copo descartável,4609,640
2026-05-13,5100250,Alta Floresta,SRO,1066,120
2026-05-13,5100250,Alta Floresta,"Soro fisiológico 0,9%",908,96
2026-05-13,5100250,Alta Floresta,Equipo macro,739,72
2026-05-13,5100250,Alta Floresta,Copo descartável,4453,640
2026-05-14,5100250,Alta Floresta,SRO,1083,120
2026-05-14,5100250,Alta Floresta,"Soro fisiológico 0,9%",916,96
2026-05-14,5100250,Alta Floresta,Equipo macro,740,72
2026-05-14,5100250,Alta Floresta,Copo descartável,4333,640
2026-05-15,5100250,Alta Floresta,SRO,1061,120
2026-05-15,5100250,Alta Floresta,"Soro fisiológico 0,9%",810,96
2026-05-15,5100250,Alta Floresta,Equipo macro,704,72
2026-05-15,5100250,Alta Floresta,Copo descartável,4275,640
2026-05-16,5100250,Alta Floresta,SRO,1059,120
2026-05-16,5100250,Alta Floresta,"Soro fisiológico 0,9%",885,96
2026-05-16,5100250,Alta Floresta,Equipo macro,626,72
2026-05-16,5100250,Alta Floresta,Copo descartável,4200,640
2026-05-17,5100250,Alta Floresta,SRO,1063,120
2026-05-17,5100250,Alta Floresta,"Soro fisiológico 0,9%",832,96
2026-05-17,5100250,Alta Floresta,Equipo macro,697,72
2026-05-17,5100250,Alta Floresta,Copo descartável,4079,640
2026-05-18,5100250,Alta Floresta,SRO,982,120
2026-05-18,5100250,Alta Floresta,"Soro fisiológico 0,9%",802,96
2026-05-18,5100250,Alta Floresta,Equipo macro,697,72
2026-05-18,5100250,Alta Floresta,Copo descartável,3931,640
2026-05-19,5100250,Alta Floresta,SRO,976,120
2026-05-19,5100250,Alta Floresta,"Soro fisiológico 0,9%",799,96
2026-05-19,5100250,Alta Floresta,Equipo macro,592,72
2026-05-19,5100250,Alta Floresta,Copo descartável,3811,640
2026-05-20,5100250,Alta Floresta,SRO,1013,120
2026-05-20,5100250,Alta Floresta,"Soro fisiológico 0,9%",733,96
2026-05-20,5100250,Alta Floresta,Equipo macro,650,72
2026-05-20,5100250,Alta Floresta,Copo descartável,3791,640
2026-05-21,5100250,Alta Floresta,SRO,991,120
2026-05-21,5100250,Alta Floresta,"Soro fisiológico 0,9%",794,96
2026-05-21,5100250,Alta Floresta,Equipo macro,638,72
2026-05-21,5100250,Alta Floresta,Copo descartável,3624,640
2026-05-22,5100250,Alta Floresta,SRO,989,120
2026-05-22,5100250,Alta Floresta,"Soro fisiológico 0,9%",710,96
2026-05-22,5100250,Alta Floresta,Equipo macro,628,72
2026-05-22,5100250,Alta Floresta,Copo descartável,3504,640
2026-05-23,5100250,Alta Floresta,SRO,968,120
2026-05-23,5100250,Alta Floresta,"Soro fisiológico 0,9%",776,96
2026-05-23,5100250,Alta Floresta,Equipo macro,576,72
2026-05-23,5100250,Alta Floresta,Copo descartável,3488,640
2026-05-24,5100250,Alta Floresta,SRO,857,120
2026-05-24,5100250,Alta Floresta,"Soro fisiológico 0,9%",673,96
2026-05-24,5100250,Alta Floresta,Equipo macro,606,72
2026-05-24,5100250,Alta Floresta,Copo descartável,3365,640
2026-05-25,5100250,Alta Floresta,SRO,918,120
2026-05-25,5100250,Alta Floresta,"Soro fisiológico 0,9%",719,96
2026-05-25,5100250,Alta Floresta,Equipo macro,532,72
2026-05-25,5100250,Alta Floresta,Copo descartável,3206,640
2026-05-26,5100250,Alta Floresta,SRO,904,120
2026-05-26,5100250,Alta Floresta,"Soro fisiológico 0,9%",718,96
2026-05-26,5100250,Alta Floresta,Equipo macro,564,72
2026-05-26,5100250,Alta Floresta,Copo descartável,3172,640
2026-05-27,5100250,Alta Floresta,SRO,807,120
2026-05-27,5100250,Alta Floresta,"Soro fisiológico 0,9%",699,96
2026-05-27,5100250,Alta Floresta,Equipo macro,512,72
2026-05-27,5100250,Alta Floresta,Copo descartável,3064,640
2026-05-28,5100250,Alta Floresta,SRO,863,120
2026-05-28,5100250,Alta Floresta,"Soro fisiológico 0,9%",691,96
2026-05-28,5100250,Alta Floresta,Equipo macro,507,72
2026-05-28,5100250,Alta Floresta,Copo descartável,2944,640
2026-05-29,5100250,Alta Floresta,SRO,820,120
2026-05-29,5100250,Alta Floresta,"Soro fisiológico 0,9%",650,96
2026-05-29,5100250,Alta Floresta,Equipo macro,511,72
2026-05-29,5100250,Alta Floresta,Copo descartável,2868,640
2026-05-30,5100250,Alta Floresta,SRO,744,120
2026-05-30,5100250,Alta Floresta,"Soro fisiológico 0,9%",620,96
2026-05-30,5100250,Alta Floresta,Equipo macro,551,72
2026-05-30,5100250,Alta Floresta,Copo descartável,2748,640
2026-05-31,5100250,Alta Floresta,SRO,748,120
2026-05-31,5100250,Alta Floresta,"Soro fisiológico 0,9%",642,96
2026-05-31,5100250,Alta Floresta,Equipo macro,468,72
2026-05-31,5100250,Alta Floresta,Copo descartável,2615,640
2026-06-01,5100250,Alta Floresta,SRO,730,120
2026-06-01,5100250,Alta Floresta,"Soro fisiológico 0,9%",628,96
2026-06-01,5100250,Alta Floresta,Equipo macro,462,72
2026-06-01,5100250,Alta Floresta,Copo descartável,2506,640
2026-06-02,5100250,Alta Floresta,SRO,768,120
2026-06-02,5100250,Alta Floresta,"Soro fisiológico 0,9%",574,96
2026-06-02,5100250,Alta Floresta,Equipo macro,431,72
2026-06-02,5100250,Alta Floresta,Copo descartável,2385,640
2026-06-03,5100250,Alta Floresta,SRO,709,120
2026-06-03,5100250,Alta Floresta,"Soro fisiológico 0,9%",571,96
2026-06-03,5100250,Alta Floresta,Equipo macro,448,72
2026-06-03,5100250,Alta Floresta,Copo descartável,2345,640
2026-06-04,5100250,Alta Floresta,SRO,661,120
2026-06-04,5100250,Alta Floresta,"Soro fisiológico 0,9%",562,96
2026-06-04,5100250,Alta Floresta,Equipo macro,434,72
2026-06-04,5100250,Alta Floresta,Copo descartável,2229,640
2026-06-05,5100250,Alta Floresta,SRO,710,120
2026-06-05,5100250,Alta Floresta,"Soro fisiológico 0,9%",541,96
2026-06-05,5100250,Alta Floresta,Equipo macro,472,72
2026-06-05,5100250,Alta Floresta,Copo descartável,2134,640
2026-06-06,5100250,Alta Floresta,SRO,651,120
2026-06-06,5100250,Alta Floresta,"Soro fisiológico 0,9%",525,96
2026-06-06,5100250,Alta Floresta,Equipo macro,415,72
2026-06-06,5100250,Alta Floresta,Copo descartável,2026,640
2026-06-07,5100250,Alta Floresta,SRO,590,120
2026-06-07,5100250,Alta Floresta,"Soro fisiológico 0,9%",465,96
2026-06-07,5100250,Alta Floresta,Equipo macro,373,72
2026-06-07,5100250,Alta Floresta,Copo descartável,1896,640
2026-06-08,5100250,Alta Floresta,SRO,570,120
2026-06-08,5100250,Alta Floresta,"Soro fisiológico 0,9%",538,96
2026-06-08,5100250,Alta Floresta,Equipo macro,378,72
2026-06-08,5100250,Alta Floresta,Copo descartável,1823,640
2026-06-09,5100250,Alta Floresta,SRO,624,120
2026-06-09,5100250,Alta Floresta,"Soro fisiológico 0,9%",517,96
2026-06-09,5100250,Alta Floresta,Equipo macro,363,72
2026-06-09,5100250,Alta Floresta,Copo descartável,1738,640
2026-06-10,5100250,Alta Floresta,SRO,493,150
2026-06-10,5100250,Alta Floresta,"Soro fisiológico 0,9%",355,126
2026-06-10,5100250,Alta Floresta,Equipo macro,314,102
2026-06-10,5100250,Alta Floresta,Copo descartável,1090,670
2026-06-11,5100250,Alta Floresta,SRO,327,180
2026-06-11,5100250,Alta Floresta,"Soro fisiológico 0,9%",344,156
2026-06-11,5100250,Alta Floresta,Equipo macro,269,132
2026-06-11,5100250,Alta Floresta,Copo descartável,547,700
2026-06-12,5100250,Alta Floresta,SRO,276,210
2026-06-12,5100250,Alta Floresta,"Soro fisiológico 0,9%",225,186
2026-06-12,5100250,Alta Floresta,Equipo macro,228,162
2026-06-12,5100250,Alta Floresta,Copo descartável,0,730
2026-06-13,5100250,Alta Floresta,SRO,135,240
2026-06-13,5100250,Alta Floresta,"Soro fisiológico 0,9%",159,216
2026-06-13,5100250,Alta Floresta,Equipo macro,133,192
2026-06-13,5100250,Alta Floresta,Copo descartável,0,760
2026-06-14,5100250,Alta Floresta,SRO,55,270
2026-06-14,5100250,Alta Floresta,"Soro fisiológico 0,9%",52,246
2026-06-14,5100250,Alta Floresta,Equipo macro,26,222
2026-06-14,5100250,Alta Floresta,Copo descartável,0,790
2026-06-15,5100250,Alta Floresta,SRO,0,300
2026-06-15,5100250,Alta Floresta,"Soro fisiológico 0,9%",0,276
2026-06-15,5100250,Alta Floresta,Equipo macro,18,252
2026-06-15,5100250,Alta Floresta,Copo descartável,0,820
2026-06-16,5100250,Alta Floresta,SRO,0,330
2026-06-16,5100250,Alta Floresta,"Soro fisiológico 0,9%",0,306
2026-06-16,5100250,Alta Floresta,Equipo macro,0,282
2026-06-16,5100250,Alta Floresta,Copo descartável,0,850
2026-06-17,5100250,Alta Floresta,SRO,0,360
2026-06-17,5100250,Alta Floresta,"Soro fisiológico 0,9%",0,336
2026-06-17,5100250,Alta Floresta,Equipo macro,0,312
2026-06-17,5100250,Alta Floresta,Copo descartável,0,880
2026-06-18,5100250,Alta Floresta,SRO,0,390
2026-06-18,5100250,Alta Floresta,"Soro fisiológico 0,9%",0,366
2026-06-18,5100250,Alta Floresta,Equipo macro,0,342
2026-06-18,5100250,Alta Floresta,Copo descartável,0,910
2026-04-28,5105259,Lucas do Rio Verde,SRO,1436,125
2026-04-28,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",1215,100
2026-04-28,5105259,Lucas do Rio Verde,Equipo macro,966,75
2026-04-28,5105259,Lucas do Rio Verde,Copo descartável,6231,668
2026-04-29,5105259,Lucas do Rio Verde,SRO,1437,125
2026-04-29,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",1162,100
2026-04-29,5105259,Lucas do Rio Verde,Equipo macro,930,75
2026-04-29,5105259,Lucas do Rio Verde,Copo descartável,6134,668
2026-04-30,5105259,Lucas do Rio Verde,SRO,1379,125
2026-04-30,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",1159,100
2026-04-30,5105259,Lucas do Rio Verde,Equipo macro,868,75
2026-04-30,5105259,Lucas do Rio Verde,Copo descartável,6090,668
2026-05-01,5105259,Lucas do Rio Verde,SRO,1383,125
2026-05-01,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",1127,100
2026-05-01,5105259,Lucas do Rio Verde,Equipo macro,882,75
2026-05-01,5105259,Lucas do Rio Verde,Copo descartável,5908,668
2026-05-02,5105259,Lucas do Rio Verde,SRO,1422,125
2026-05-02,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",1105,100
2026-05-02,5105259,Lucas do Rio Verde,Equipo macro,903,75
2026-05-02,5105259,Lucas do Rio Verde,Copo descartável,5811,668
2026-05-03,5105259,Lucas do Rio Verde,SRO,1314,125
2026-05-03,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",1049,100
2026-05-03,5105259,Lucas do Rio Verde,Equipo macro,866,75
2026-05-03,5105259,Lucas do Rio Verde,Copo descartável,5703,668
2026-05-04,5105259,Lucas do Rio Verde,SRO,1367,125
2026-05-04,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",1064,100
2026-05-04,5105259,Lucas do Rio Verde,Equipo macro,890,75
2026-05-04,5105259,Lucas do Rio Verde,Copo descartável,5591,668
2026-05-05,5105259,Lucas do Rio Verde,SRO,1358,125
2026-05-05,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",1024,100
2026-05-05,5105259,Lucas do Rio Verde,Equipo macro,833,75
2026-05-05,5105259,Lucas do Rio Verde,Copo descartável,5552,668
2026-05-06,5105259,Lucas do Rio Verde,SRO,1303,125
2026-05-06,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",998,100
2026-05-06,5105259,Lucas do Rio Verde,Equipo macro,860,75
2026-05-06,5105259,Lucas do Rio Verde,Copo descartável,5434,668
2026-05-07,5105259,Lucas do Rio Verde,SRO,1285,125
2026-05-07,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",1050,100
2026-05-07,5105259,Lucas do Rio Verde,Equipo macro,815,75
2026-05-07,5105259,Lucas do Rio Verde,Copo descartável,5355,668
2026-05-08,5105259,Lucas do Rio Verde,SRO,1226,125
2026-05-08,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",970,100
2026-05-08,5105259,Lucas do Rio Verde,Equipo macro,751,75
2026-05-08,5105259,Lucas do Rio Verde,Copo descartável,5219,668
2026-05-09,5105259,Lucas do Rio Verde,SRO,1226,125
2026-05-09,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",943,100
2026-05-09,5105259,Lucas do Rio Verde,Equipo macro,823,75
2026-05-09,5105259,Lucas do Rio Verde,Copo descartável,5072,668
2026-05-10,5105259,Lucas do Rio Verde,SRO,1251,125
2026-05-10,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",930,100
2026-05-10,5105259,Lucas do Rio Verde,Equipo macro,820,75
2026-05-10,5105259,Lucas do Rio Verde,Copo descartável,5007,668
2026-05-11,5105259,Lucas do Rio Verde,SRO,1174,125
2026-05-11,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",995,100
2026-05-11,5105259,Lucas do Rio Verde,Equipo macro,795,75
2026-05-11,5105259,Lucas do Rio Verde,Copo descartável,4913,668
2026-05-12,5105259,Lucas do Rio Verde,SRO,1192,125
2026-05-12,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",945,100
2026-05-12,5105259,Lucas do Rio Verde,Equipo macro,761,75
2026-05-12,5105259,Lucas do Rio Verde,Copo descartável,4748,668
2026-05-13,5105259,Lucas do Rio Verde,SRO,1207,125
2026-05-13,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",931,100
2026-05-13,5105259,Lucas do Rio Verde,Equipo macro,690,75
2026-05-13,5105259,Lucas do Rio Verde,Copo descartável,4713,668
2026-05-14,5105259,Lucas do Rio Verde,SRO,1158,125
2026-05-14,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",916,100
2026-05-14,5105259,Lucas do Rio Verde,Equipo macro,705,75
2026-05-14,5105259,Lucas do Rio Verde,Copo descartável,4533,668
2026-05-15,5105259,Lucas do Rio Verde,SRO,1098,125
2026-05-15,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",921,100
2026-05-15,5105259,Lucas do Rio Verde,Equipo macro,740,75
2026-05-15,5105259,Lucas do Rio Verde,Copo descartável,4482,668
2026-05-16,5105259,Lucas do Rio Verde,SRO,1095,125
2026-05-16,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",836,100
2026-05-16,5105259,Lucas do Rio Verde,Equipo macro,702,75
2026-05-16,5105259,Lucas do Rio Verde,Copo descartável,4343,668
2026-05-17,5105259,Lucas do Rio Verde,SRO,1120,125
2026-05-17,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",866,100
2026-05-17,5105259,Lucas do Rio Verde,Equipo macro,722,75
2026-05-17,5105259,Lucas do Rio Verde,Copo descartável,4249,668
2026-05-18,5105259,Lucas do Rio Verde,SRO,1065,125
2026-05-18,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",800,100
2026-05-18,5105259,Lucas do Rio Verde,Equipo macro,719,75
2026-05-18,5105259,Lucas do Rio Verde,Copo descartável,4122,668
2026-05-19,5105259,Lucas do Rio Verde,SRO,1036,125
2026-05-19,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",785,100
2026-05-19,5105259,Lucas do Rio Verde,Equipo macro,683,75
2026-05-19,5105259,Lucas do Rio Verde,Copo descartável,4054,668
2026-05-20,5105259,Lucas do Rio Verde,SRO,974,125
2026-05-20,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",850,100
2026-05-20,5105259,Lucas do Rio Verde,Equipo macro,608,75
2026-05-20,5105259,Lucas do Rio Verde,Copo descartável,3908,668
2026-05-21,5105259,Lucas do Rio Verde,SRO,957,125
2026-05-21,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",837,100
2026-05-21,5105259,Lucas do Rio Verde,Equipo macro,669,75
2026-05-21,5105259,Lucas do Rio Verde,Copo descartável,3764,668
2026-05-22,5105259,Lucas do Rio Verde,SRO,1001,125
2026-05-22,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",762,100
2026-05-22,5105259,Lucas do Rio Verde,Equipo macro,585,75
2026-05-22,5105259,Lucas do Rio Verde,Copo descartável,3704,668
2026-05-23,5105259,Lucas do Rio Verde,SRO,991,125
2026-05-23,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",798,100
2026-05-23,5105259,Lucas do Rio Verde,Equipo macro,591,75
2026-05-23,5105259,Lucas do Rio Verde,Copo descartável,3590,668
2026-05-24,5105259,Lucas do Rio Verde,SRO,897,125
2026-05-24,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",790,100
2026-05-24,5105259,Lucas do Rio Verde,Equipo macro,646,75
2026-05-24,5105259,Lucas do Rio Verde,Copo descartável,3512,668
2026-05-25,5105259,Lucas do Rio Verde,SRO,968,125
2026-05-25,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",750,100
2026-05-25,5105259,Lucas do Rio Verde,Equipo macro,548,75
2026-05-25,5105259,Lucas do Rio Verde,Copo descartável,3374,668
2026-05-26,5105259,Lucas do Rio Verde,SRO,898,125
2026-05-26,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",725,100
2026-05-26,5105259,Lucas do Rio Verde,Equipo macro,569,75
2026-05-26,5105259,Lucas do Rio Verde,Copo descartável,3262,668
2026-05-27,5105259,Lucas do Rio Verde,SRO,840,125
2026-05-27,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",728,100
2026-05-27,5105259,Lucas do Rio Verde,Equipo macro,593,75
2026-05-27,5105259,Lucas do Rio Verde,Copo descartável,3211,668
2026-05-28,5105259,Lucas do Rio Verde,SRO,846,125
2026-05-28,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",737,100
2026-05-28,5105259,Lucas do Rio Verde,Equipo macro,516,75
2026-05-28,5105259,Lucas do Rio Verde,Copo descartável,3025,668
2026-05-29,5105259,Lucas do Rio Verde,SRO,823,125
2026-05-29,5105259,Lucas do Rio Verde,"Soro fisiológico 0,9%",649,100
2026-05-29,5105259,Lucas do Rio Verde,Equipo macro,549,75
